"D","Dominion Resources, Inc.","76.25","47789722498.75","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/d",
"DCUC","Dominion Resources, Inc.","50.3","31525548087.7","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dcuc",
"DCUD","Dominion Resources, Inc.","50.28","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dcud",
"DGAS","Delta Natural Gas Company, Inc.","28.68","204097807.08","n/a","1981","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/dgas",
"DK","Delek US Holdings, Inc.","14.48","899744541.92","n/a","2006","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/dk",
"DKL","Delek Logistics Partners, L.P.","31.14","755979209.46","n/a","2012","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/dkl",
"DM","Dominion Midstream Partners, LP","29.8","2777960768","n/a","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/dm",
"DMLP","Dorchester Minerals, L.P.","10.84","332521672.04","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dmlp",
"DNOW","NOW Inc.","17.7","1899126367.5","n/a","2014","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/dnow",
"DNR","Denbury Resources Inc.","2.03","712149488.68","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dnr",
"DO","Diamond Offshore Drilling, Inc.","20.97","2876218064.82","n/a","1995","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/do",
"DPM","DCP Midstream Partners, LP","38.59","4428196634.32","n/a","2005","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/dpm",
"DQ","DAQO New Energy Corp.","18.6","166341920.4","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/dq",
"DRQ","Dril-Quip, Inc.","61","2315151422","n/a","1997","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/drq",
"DRUA","Dominion Resources, Inc.","22.45","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/drua",
"DRWI","DragonWave Inc","2.6","15870420.8","n/a","2009","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/drwi",
"DSE","Duff & Phelps Select Energy MLP Fund Inc.","5.25","0","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/dse",
"DTE","DTE Energy Company","91.05","16341290528.4","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dte",
"DTE","DTE Energy Company","98.21","17622302216.47","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dte",
"DTJ","DTE Energy Company","22.84","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtj",
"DTQ","DTE Energy Company","23.83","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtq",
"DTQ","DTE Energy Company","25.85","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtq",
"DTV","DTE Energy Company","52.89","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtv",
"DTY","DTE Energy Company","25.33","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dty",
"DTZ","DTE Energy Company","25.75","0","n/a","2011","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtz",
"DUK","Duke Energy Corporation","77.73","53551412845.56","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/duk",
"DUK","Duke Energy Corporation","81.13","55848100892.99","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/duk",
"DUKH","Duke Energy Corporation","24.2","0","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/dukh",
"DUKH","Duke Energy Corporation","25.85","0","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/dukh",
"DVN","Devon Energy Corporation","26.61","11742993000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dvn",
"DWSN","Dawson Geophysical Company","4.38","94736377.8","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dwsn",
"DYN","Dynegy Inc.","8.29","972362932.62","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dyn",
"DYNC","Dynegy Inc.","60.68","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dync",
"DZSI","DASAN Zhone Solutions, Inc.","0.9897","81030547.3656","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/dzsi",
"E","ENI S.p.A.","29.2","53059105818","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/e",
"EAB","Entergy Arkansas, Inc.","21.9","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eab",
"EAE","Entergy Arkansas, Inc.","21.48","0","n/a","2013","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eae",
"EAI","Entergy Arkansas, Inc.","21.35","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eai",
