"WCN","Waste Connections, Inc.","78.83","13828896535.92","n/a","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/wcn",
"WM","Waste Management, Inc.","70.52","31170057624.72","n/a","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/wm",
"WEC","WEC Energy Group, Inc.","58.49","18460455818.51","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/wec",
"WR","Westar Energy, Inc.","56.2","7968373874.4","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/wr",
"WSTL","Westell Technologies, Inc.","0.6302","38856055.491","n/a","1995","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/wstl",
"WGP","Western Gas Equity Partners, LP","43.96","9623824439.88","n/a","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wgp",
"WES","Western Gas Partners, LP","60.4","8627076597.6","n/a","2008","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wes",
"WGL","WGL Holdings Inc","75.88","3885841585.64","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/wgl",
"WMB","Williams Companies, Inc. (The)","31.46","23621343377.06","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wmb",
"WPZ","Williams Partners LP","38.38","23497449844.26","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wpz",
"WIN","Windstream Holdings, Inc.","7.82","751616586.46","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/win",
"XEL","Xcel Energy Inc.","40.62","20633042532.9","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/xel",
"ZAYO","Zayo Group Holdings, Inc.","33.54","8154228298.32","n/a","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/zayo",
